Date,Product_Name,Category,Sub_category,Price,Discount,Sales_d,Revenue_d,M_Spend,Rating,Supply_Chain_E,Market_T,Seasonality_T,Success_Percentage
2025-03-22,LED Desk Lamp,Home,Lighting,865,15,53,38968,4581,3.9,62,74,41,53
2025-03-22,Gaming Headset Z,Electronics,Accessories,1527,20,47,57415,3036,3.8,71,52,39,47
2025-03-22,Water Bottle Steel,Sports,Hydration,4757,20,76,289225,4164,4.2,93,42,37,76
2025-03-22,Wireless Mouse Pro,Electronics,Computing,3390,10,52,158652,6934,3.9,65,80,61,52
2025-03-23,Air Fryer Pro,Kitchen,Appliances,3379,0,48,162192,8539,3.7,76,84,40,48
2025-03-23,Yoga Mat Plus,Sports,Fitness,3173,20,40,101536,5990,3.6,65,77,31,40
2025-03-23,Smart Watch Neo,Electronics,Wearables,4895,15,54,224680,5932,4.1,92,61,79,54
2025-03-23,Blender Max,Kitchen,Appliances,2980,5,37,104747,7285,3.6,89,70,39,37
2025-03-23,Running Shoes X,Footwear,Sportswear,5577,10,64,321235,8368,3.6,94,73,57,64
2025-03-23,Coffee Maker Lite,Kitchen,Appliances,3197,20,59,150898,5535,3.6,87,78,74,59
2025-03-23,LED Desk Lamp,Home,Lighting,3507,20,43,120640,4500,4.7,93,54,61,43
2025-03-23,Gaming Headset Z,Electronics,Accessories,1150,10,40,41400,3928,4.7,63,42,58,40
2025-03-23,Water Bottle Steel,Sports,Hydration,3219,10,61,176723,8878,4.0,61,66,65,61
2025-03-23,Wireless Mouse Pro,Electronics,Computing,4842,5,57,262194,10638,3.7,90,67,68,56
2025-03-24,Air Fryer Pro,Kitchen,Appliances,3744,0,57,213408,3074,3.6,69,44,38,56
2025-03-24,Yoga Mat Plus,Sports,Fitness,4801,15,72,293821,2229,4.7,69,89,41,72
2025-03-24,Smart Watch Neo,Electronics,Wearables,1301,20,44,45795,11197,4.6,80,84,55,44
2025-03-24,Blender Max,Kitchen,Appliances,3102,15,16,42187,11799,3.9,74,55,30,16
2025-03-24,Running Shoes X,Footwear,Sportswear,4527,20,56,202809,2524,4.1,80,41,83,56
2025-03-24,Coffee Maker Lite,Kitchen,Appliances,3002,5,39,111224,10186,3.7,84,50,37,39
2025-03-24,LED Desk Lamp,Home,Lighting,3623,0,29,105067,10391,4.7,80,59,37,28
2025-03-24,Gaming Headset Z,Electronics,Accessories,4173,5,53,210110,2604,4.2,74,69,55,53
2025-03-24,Water Bottle Steel,Sports,Hydration,2217,20,59,104642,9532,3.7,81,46,52,59
2025-03-24,Wireless Mouse Pro,Electronics,Computing,4615,20,55,203060,2847,4.2,90,53,82,55
2025-03-25,Air Fryer Pro,Kitchen,Appliances,3072,0,66,202752,6311,4.8,88,88,72,66
2025-03-25,Yoga Mat Plus,Sports,Fitness,4091,20,24,78547,8697,3.8,86,85,31,24
2025-03-25,Smart Watch Neo,Electronics,Wearables,3384,0,32,108288,11909,3.9,65,45,82,32
2025-03-25,Blender Max,Kitchen,Appliances,2401,5,56,127733,5670,4.6,81,76,49,56
2025-03-25,Running Shoes X,Footwear,Sportswear,5431,15,29,133874,8016,3.5,89,80,76,28
2025-03-25,Coffee Maker Lite,Kitchen,Appliances,4941,10,65,289048,7335,3.8,85,52,30,65
2025-03-25,LED Desk Lamp,Home,Lighting,3383,5,50,160692,4063,4.5,74,55,44,50
2025-03-25,Gaming Headset Z,Electronics,Accessories,4865,10,74,324009,10014,4.1,63,82,34,74
2025-03-25,Water Bottle Steel,Sports,Hydration,3241,10,34,99174,5787,3.8,85,72,66,34
2025-03-25,Wireless Mouse Pro,Electronics,Computing,975,5,34,31492,8014,3.7,63,59,79,34
2025-03-26,Air Fryer Pro,Kitchen,Appliances,1475,15,9,11283,2546,3.9,84,55,48,9
2025-03-26,Yoga Mat Plus,Sports,Fitness,2400,20,77,147840,6402,3.7,63,75,81,77
2025-03-26,Smart Watch Neo,Electronics,Wearables,5076,5,70,337554,11749,3.8,88,65,50,70
2025-03-26,Blender Max,Kitchen,Appliances,5680,15,31,149668,6766,3.7,90,53,78,31
2025-03-26,Running Shoes X,Footwear,Sportswear,900,5,66,56430,9226,4.4,79,41,80,66
2025-03-26,Coffee Maker Lite,Kitchen,Appliances,4168,10,67,251330,9396,4.6,63,51,58,67
2025-03-26,LED Desk Lamp,Home,Lighting,1069,15,66,59970,3129,4.1,76,44,74,66
2025-03-26,Gaming Headset Z,Electronics,Accessories,1161,0,38,44118,11648,3.8,77,48,58,38
2025-03-26,Water Bottle Steel,Sports,Hydration,3309,0,63,208467,5932,3.9,75,50,43,63
2025-03-26,Wireless Mouse Pro,Electronics,Computing,2722,10,35,85743,6157,3.7,77,59,77,35
2025-03-27,Air Fryer Pro,Kitchen,Appliances,3832,0,39,149448,5936,4.8,67,83,63,39
2025-03-27,Yoga Mat Plus,Sports,Fitness,2724,20,37,80630,11118,3.9,91,72,32,37
2025-03-27,Smart Watch Neo,Electronics,Wearables,1341,5,62,78984,4744,3.8,68,65,31,62
2025-03-27,Blender Max,Kitchen,Appliances,4957,10,41,182913,6675,4.0,72,78,73,41
2025-03-27,Running Shoes X,Footwear,Sportswear,3522,0,68,239496,7073,3.9,64,81,73,68
2025-03-27,Coffee Maker Lite,Kitchen,Appliances,2153,10,63,122075,5454,4.0,89,46,35,63
2025-03-27,LED Desk Lamp,Home,Lighting,1685,10,49,74308,8269,4.6,65,82,78,49
2025-03-27,Gaming Headset Z,Electronics,Accessories,3657,15,52,161639,4032,4.4,70,78,63,52
2025-03-27,Water Bottle Steel,Sports,Hydration,3505,20,45,126180,6651,4.6,89,89,72,45
2025-03-27,Wireless Mouse Pro,Electronics,Computing,5150,20,51,210120,6987,4.3,93,86,38,51
2025-03-28,Air Fryer Pro,Kitchen,Appliances,5176,10,71,330746,6423,4.4,86,79,61,71
2025-03-28,Yoga Mat Plus,Sports,Fitness,2873,10,42,108599,2701,4.2,88,78,70,42
2025-03-28,Smart Watch Neo,Electronics,Wearables,5124,10,32,147571,7191,3.8,87,44,78,32
2025-03-28,Blender Max,Kitchen,Appliances,5028,20,43,172963,7738,4.1,77,89,82,43
2025-03-28,Running Shoes X,Footwear,Sportswear,1597,5,19,28825,3392,4.6,83,57,56,19
2025-03-28,Coffee Maker Lite,Kitchen,Appliances,1895,15,7,11275,8985,3.6,88,45,43,7
2025-03-28,LED Desk Lamp,Home,Lighting,5669,5,83,447000,11493,4.7,66,79,79,83
2025-03-28,Gaming Headset Z,Electronics,Accessories,1400,20,58,64960,8376,3.7,68,54,81,57
2025-03-28,Water Bottle Steel,Sports,Hydration,1697,0,52,88244,7153,3.7,62,81,35,52
2025-03-28,Wireless Mouse Pro,Electronics,Computing,3606,0,56,201936,7522,3.6,68,51,34,56
2025-03-29,Air Fryer Pro,Kitchen,Appliances,5730,10,47,242379,6224,4.4,88,57,41,47
2025-03-29,Yoga Mat Plus,Sports,Fitness,1132,0,22,24904,7249,3.5,75,87,53,22
2025-03-29,Smart Watch Neo,Electronics,Wearables,3970,15,55,185597,11019,3.8,75,49,78,55
2025-03-29,Blender Max,Kitchen,Appliances,2911,10,65,170293,10961,3.8,61,77,60,65
2025-03-29,Running Shoes X,Footwear,Sportswear,2706,5,54,138817,3416,4.3,80,40,50,54
2025-03-29,Coffee Maker Lite,Kitchen,Appliances,5178,5,36,177087,6474,4.0,87,84,46,36
2025-03-29,LED Desk Lamp,Home,Lighting,3486,10,57,178831,4349,4.5,89,44,38,56
2025-03-29,Gaming Headset Z,Electronics,Accessories,1908,10,58,99597,7188,3.6,61,63,60,57
2025-03-29,Water Bottle Steel,Sports,Hydration,1472,20,50,58880,9690,3.7,61,79,70,50
2025-03-29,Wireless Mouse Pro,Electronics,Computing,5434,10,55,268983,9169,4.4,80,44,81,55
2025-03-30,Air Fryer Pro,Kitchen,Appliances,1740,20,48,66816,6133,4.4,84,41,61,48
2025-03-30,Yoga Mat Plus,Sports,Fitness,1849,0,5,9245,10184,4.6,60,44,42,5
2025-03-30,Smart Watch Neo,Electronics,Wearables,4779,0,53,253287,4017,4.3,72,86,83,53
2025-03-30,Blender Max,Kitchen,Appliances,3234,15,39,107207,4868,4.7,64,63,69,39
2025-03-30,Running Shoes X,Footwear,Sportswear,2581,0,52,134212,10699,4.6,71,52,74,52
2025-03-30,Coffee Maker Lite,Kitchen,Appliances,1350,0,33,44550,11133,4.7,83,87,76,33
2025-03-30,LED Desk Lamp,Home,Lighting,4043,0,56,226408,9135,4.5,64,61,45,56
2025-03-30,Gaming Headset Z,Electronics,Accessories,5064,5,51,245350,9447,4.5,77,46,33,51
2025-03-30,Water Bottle Steel,Sports,Hydration,3961,20,47,148933,11215,3.7,88,62,82,47
2025-03-30,Wireless Mouse Pro,Electronics,Computing,5998,0,34,203932,3176,3.7,82,82,46,34
2025-03-31,Air Fryer Pro,Kitchen,Appliances,3033,20,66,160142,9526,3.9,77,62,75,66
2025-03-31,Yoga Mat Plus,Sports,Fitness,1896,0,45,85320,3951,4.1,76,58,56,45
2025-03-31,Smart Watch Neo,Electronics,Wearables,5221,10,59,277235,9875,4.8,83,60,40,59
2025-03-31,Blender Max,Kitchen,Appliances,1658,5,85,133883,10636,4.1,75,46,45,85
2025-03-31,Running Shoes X,Footwear,Sportswear,5913,15,65,326693,10106,4.0,76,71,70,65
2025-03-31,Coffee Maker Lite,Kitchen,Appliances,4855,10,31,135454,11281,3.6,62,59,35,31
2025-03-31,LED Desk Lamp,Home,Lighting,4998,0,51,254898,4860,4.5,74,84,55,51
2025-03-31,Gaming Headset Z,Electronics,Accessories,1944,5,50,92340,5253,3.7,90,63,60,50
2025-03-31,Water Bottle Steel,Sports,Hydration,3465,0,26,90090,5513,3.8,86,64,61,26
2025-03-31,Wireless Mouse Pro,Electronics,Computing,1137,5,51,55087,10328,4.4,67,59,83,51
